what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1490369669573
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1490369671469
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1490369671469
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1490369688648
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490369780210
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490369813947
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490369816128
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490369820039
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1490369820091
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1490369820091
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490369821189
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490369821708
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1490369821758
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1490369821758
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490369822558
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1490369823066
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1490369823105
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1490369823105
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1490369841188
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.refresh",1490369843661
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1490369845262
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.refresh",1490369846197
